"osf","id","paper","experiment","effect","resulto","resultr","smdo","so","smdr","sr","effectType","ESo","seESo","lowerESo","upperESo","po","ESr","seESr","lowerESr","upperESr","pr","no","nr"
"https://osf.io/yyqas/","(1, 3, 6)",1,3,6,"Positive","Positive",3.27789,1.38072759058124,1.616828,0.746922321811716,"Cohen's d",3.27789,1.736262,0.5188403,5.931193,0.01593591,1.616828,0.8391836,0.1176913,3.045573,0.03383443,6,10
"https://osf.io/yyqas/","(1, 5, 1)",1,5,1,"Positive","Null-negative",4.57509,1.75179519985197,-0.3733547,0.826375899136784,"Cohen's d",4.57509,2.219154,1.110656,7.977567,0.004981447,-0.3733547,1.012984,-1.971197,1.268137,0.6712144,6,6
"https://osf.io/yyqas/","(1, 6, 1)",1,6,1,"Positive","Positive",16.21008,5.52625460744973,7.551127,2.67788160466208,"Cohen's d",16.21008,7.090048,5.49337,27.15589,3.797672e-05,7.551127,3.419234,2.318417,12.81552,0.000759987,6,6
"https://osf.io/mpyvx/","(5, 1, 1)",5,1,1,"Positive","Positive",83.68295,36.218581341258,2.516912,1.33597046713819,"Cohen's d",83.68295,59.18968,13.27957,155.2538,6.614115e-06,2.516912,1.774421,-0.1761535,5.0607545,0.03997007,4,5
"https://osf.io/mpyvx/","(5, 1, 2)",5,1,2,"Positive","Positive",84.78352,36.6945135560118,2.501615,1.17967968709516,"Cohen's d",84.78352,59.96768,13.45515,157.295,6.359994e-06,2.501615,1.474242,0.1266746,4.750934,0.02797935,4,6
"https://osf.io/mpyvx/","(5, 1, 3)",5,1,3,"Null","Null-negative",1.100569,1.1226637414546,-0.01529775,0.912890243960213,"Cohen's d",1.100569,1.614195,-1.193241,3.20752,0.4291293,-0.01529775,1.178539,-1.803326,1.775138,0.9872779,4,5
"https://osf.io/jpeqg/","(6, 1, 1)",6,1,1,"Positive","Positive",6.409596,3.07156355804811,4.317946,1.67579365024443,"Cohen's d",6.409596,4.747785,0.5256721,12.56598,0.02348687,4.317946,2.120347,0.9980206,7.567011,0.006135204,4,6
"https://osf.io/pgjhx/","(9, 2, 1)",9,2,1,"Positive","Positive",1.936373,0.580903837509639,1.13013910387278,0.297225692862898,"Cohen's w",0.9505299,0.0727393,0.9347403,0.962573,0.0008232143,0.4552718,0.0727393,0.335279,0.5607297,0.002942318,18,54
"https://osf.io/pgjhx/","(9, 2, 2)",9,2,2,"Positive","Positive",1.808879,0.568141587694181,0.618418336120597,0.282153495448379,"Cohen's w",0.7710575,0.0727393,0.7066017,0.8228232,0.001454008,0.08796912,0.0727393,-0.0543158,0.2267527,0.2883907,18,54
"https://osf.io/pgjhx/","(9, 2, 3)",9,2,3,"Positive","Positive",1.804444,0.567708263405215,0.920635461932442,0.290688546950089,"Cohen's w",0.7281706,0.0727393,0.6539994,0.7884753,0.001483146,0.1010307,0.0727393,-0.0411666,0.2392165,0.2629216,18,54
"https://osf.io/pgjhx/","(9, 2, 4)",9,2,4,"Positive","Positive",1.814815,0.568722771842964,0.574232581273046,0.279417518985548,"Cohen's w",0.8932464,0.0727393,0.8604814,0.9186533,0.001415907,0.04427603,0.0727393,-0.09794637,0.18472612,0.5691919,18,54
"https://osf.io/pgjhx/","(9, 2, 5)",9,2,5,"Positive","Positive",1.45847,0.536294369841019,0.82970971685886,0.287504950998057,"Cohen's w",0.9838607,0.0727393,0.9785927,0.9878403,0.006968599,0.5636529,0.0727393,0.4586533,0.6531297,0.3383877,18,54
"https://osf.io/pgjhx/","(9, 2, 6)",9,2,6,"Null","Null",0.1510626,0.472148216650605,-0.458273190146605,0.315572304343434,"Cohen's w",0.03325293,0.0727393,-0.108868,0.1740417,0.7527726,-0.5962971,0.0727393,-0.6804479,-0.496624,0.006562441,18,54
"https://osf.io/pgjhx/","(9, 3, 1)",9,3,1,"Positive","Null-negative",1.072384,0.831927531761581,-0.16,0.708546438074419,"Cohen's w",0.999,0.1601282,0.9981275,0.9994661,0.2192582,-0.0511812,0.1856953,-0.3928639,0.3029188,0.8284997,7,8
"https://osf.io/pgjhx/","(9, 3, 2)",9,3,2,"Positive","Null-positive",1.127193,0.775331670370775,0.8191387,0.743922368727691,"Cohen's w",0.7359363,0.1490712,0.5712537,0.8436579,0.162025,0.3219337,0.1856953,-0.03014416,0.60294343,0.2907067,8,8
"https://osf.io/xu1g2/","(15, 1, 1)",15,1,1,"Positive","Null-negative",7.409639,3.44133703639602,-0.3177959,0.71782364936168,"Glass' delta",7.409639,3.793725,0.8898267,14.37962,0.0154218,-0.3177959,0.7189105,-1.700543,1.113274,0.7365876,6,8
"https://osf.io/xu1g2/","(15, 2, 1)",15,2,1,"Positive","Null-positive",1.610345,0.582812928712087,0.2240333,0.538247237358071,"Glass' delta",1.610345,0.5865725,0.4425053,2.72709,0.0005879201,0.2240333,0.5384207,-0.8398834,1.270007,0.825914,20,14
"https://osf.io/xu1g2/","(15, 2, 2)",15,2,2,"Null","Null-positive",0.1047,0.387532631207121,0.764,0.477687349045707,"r",0.0599781834272062,0.1924501,-0.306923124121222,0.411358647624549,0.9525123,0.395173362769287,0.2357023,-0.0440234213059762,0.706361197121812,0.2333175,30,21
"https://osf.io/xu1g2/","(15, 3, 1)",15,3,1,"Positive","Null-positive",2.298168,0.586952367020135,0.2512344,0.580005810804106,"Cohen's d",2.298168,0.6206721,1.129156,3.429967,2.097435e-05,0.2512344,0.6354425,-0.8916921,1.3818889,0.669649,20,12
"https://osf.io/8l4ea/","(16, 3, 1)",16,3,1,"Positive","Positive",8.404241,2.86890985974905,2.234498,0.995895468180278,"Cohen's d",8.404241,2.695019,2.83925,14.08517,4.721315e-05,2.234498,0.9349454,0.2632168,4.1670553,0.02087446,5,4
"https://osf.io/8l4ea/","(16, 3, 2)",16,3,2,"Positive","Positive",6.745624,1.68341001468671,4.595493,1.82929305246462,"Cohen's d",6.745624,1.624525,3.446096,10.044942,3.713804e-08,4.595493,1.699947,1.053507,8.224204,0.002723826,9,4
"https://osf.io/8l4ea/","(16, 3, 3)",16,3,3,"Positive","Positive",4.361155,0.885809644307023,3.086355,0.879662592577995,"Cohen's d",4.361155,0.8664309,2.617673,6.089983,4.863977e-10,3.086355,0.8487339,1.349622,4.797836,5.199887e-05,14,8
"https://osf.io/7zqxp/","(19, 1, 1)",19,1,1,"Positive","Positive",2.482988,1.62790261717424,17.40596,5.71325880900194,"Cohen's dz",2.482988,1.428743,-0.5946068,5.7866542,0.1766213,17.40596,5.522385,6.015823,28.411386,2.603218e-06,2,5
"https://osf.io/7zqxp/","(19, 1, 2)",19,1,2,"Positive","Positive",2.411988,1.59173537095995,11.224173,3.7010504056289,"Cohen's dz",2.411988,1.398006,-0.605721,5.633767,0.1815468,11.224173,3.577458,3.841858,18.349709,1.496275e-05,2,5
"https://osf.io/7zqxp/","(19, 2, 1)",19,2,1,"Positive","Positive",0.560079972206537,0.116697516432306,0.247830780338513,0.104112768125307,"Hazard ratio",25.92992,1.592021,5.484926,122.583391,3.999499e-05,3.754594,2.925704,1.193745,11.809033,0.02364086,19,24
"https://osf.io/7zqxp/","(19, 2, 2)",19,2,2,"Positive","Null-positive",2.297534,0.603241186739183,0.557773,0.493289676558463,"Cohen's d",2.297534,0.6398966,1.09556,3.460222,0.0001094824,0.557773,0.523378,-0.417364,1.516296,0.2655945,19,18
"https://osf.io/7yqmp/","(20, 1, 1)",20,1,1,"Null","Null-negative",0.1874,0.353628946994478,-0.2942,0.260259884377266,"r",0.1680213,0.1796053,-0.1803942,0.4789723,0.8689274,0.02751682,0.1313064,-0.225869,0.2774153,0.06442112,34,61
"https://osf.io/7yqmp/","(20, 1, 2)",20,1,2,"Positive","Null-positive",2.563103,0.67216337156785,0.2914964,0.373766919075257,"Cliff's delta",0.8888889,0.1111111,0.469068,0.9810331,0.01267524,0.2076923,0.1416304,-0.07528094,0.45970759,0.1355357,18,36
"https://osf.io/7yqmp/","(20, 1, 3)",20,1,3,"Null","Null-positive",0.6838845,0.495454308170812,0.645546,0.382446746936478,"Cliff's delta",0.4222222,0.2340503,-0.0821183,0.7544005,0.06234209,0.404,0.1442775,0.09630774,0.64121404,0.2635716,21,35
"https://osf.io/7yqmp/","(20, 1, 4)",20,1,4,"Positive","Null-negative",0.8082212,0.403647162519497,-0.2267656,0.281040138668295,"Cliff's delta",0.4777778,0.2002604,0.03119762,0.76534551,0.01709515,-0.1984615,0.1559415,-0.4731837,0.1114388,0.2458221,27,51
"https://osf.io/7yqmp/","(20, 2, 1)",20,2,1,"Positive","Null-positive",2.570485,0.785980922175725,0.3717114,0.575440395280871,"Cliff's delta",1,0.01636634,0.9176244,1,0.0008880629,0.05,0.4170474,-0.6029312,0.6628181,0.5277742,13,13
"https://osf.io/7yqmp/","(20, 2, 2)",20,2,2,"Positive","Null-positive",1.779157,0.567704028633523,0.86635,0.544195688498991,"Cliff's delta",0.7,0.1812654,0.2140474,0.908207,0.001744839,0.5357143,0.2632541,-0.0736732,0.8538133,0.1180168,18,15
"https://osf.io/7yqmp/","(20, 2, 3)",20,2,3,"Positive","Negative",1.56227849876529,0.407079233538016,-0.528774881680666,0.284805130227003,"Spearman's r",0.6766662,0.2132007,0.3842812,0.8456849,1.295973e-07,-0.5003121,0.2425356,-0.77192894,-0.07422445,0.03769116,25,20
"https://osf.io/hxrmm/","(21, 1, 1)",21,1,1,"Positive","Positive",1.355951,0.650258614470961,0.928691,0.406724591006743,"Cohen's d",1.355951,0.7143642,0.05518853,2.60415546,0.04073944,0.928691,0.4229055,0.1232132,1.7175443,0.02357807,12,27
"https://osf.io/hxrmm/","(21, 1, 2)",21,1,2,"Positive","Positive",3.004983,0.878577368555116,1.263148,0.608670485483413,"Cohen's d",3.004983,0.9704614,1.251697,4.695657,0.0003985327,1.263148,0.6462975,0.05315685,2.43910131,0.04057874,12,18
"https://osf.io/hxrmm/","(21, 1, 3)",21,1,3,"Null","Null-negative",0.6081211,0.592739769283377,-0.181138,0.365942515095916,"Cohen's d",0.6081211,0.6497605,-0.5678437,1.7556535,0.31699,-0.181138,0.378794,-0.8967692,0.5376991,0.3849151,12,30
"https://osf.io/oblj1/","(24, 1, 1)",24,1,1,"Positive","Null-negative",3.616474,1.23876255847108,-0.1249458,0.707984948165073,"Cohen's d",3.616474,1.455979,1.147255,6.003115,0.002190081,-0.1249458,0.8175581,-1.507507,1.267743,0.8655577,8,8
"https://osf.io/oblj1/","(24, 1, 2)",24,1,2,"Null","Null-positive",0.9328917,0.754509578576279,0.6358212,0.729510930444743,"Cohen's d",0.9328917,0.8737077,-0.5789872,2.378636,0.2351748,0.6358212,0.8435552,-0.8181923,2.041438,0.4031949,8,8
"https://osf.io/oblj1/","(24, 1, 3)",24,1,3,"Positive","Null-positive",5.653017,2.27890769179015,0.1556105,0.709690591751572,"Glass' delta",5.653017,2.413732,1.227296,10.16045,0.0007419815,0.1556105,0.7099548,-1.2475,1.534436,0.8291362,8,8
"https://osf.io/oblj1/","(24, 1, 4)",24,1,4,"Positive","Null-positive",3.252155,1.43884327581754,0.3363867,0.719103774925104,"Glass' delta",3.252155,1.504245,0.407338,6.0475,0.004015118,0.3363867,0.7203189,-1.098502,1.720333,0.6850368,8,8
"https://osf.io/oblj1/","(24, 1, 5)",24,1,5,"Positive","Positive",8.586207,3.35912396958917,2.484508,1.19264523146253,"Glass' delta",8.586207,3.575914,2.109776,15.2773,0.0003724277,2.484508,1.236445,0.1009866,4.77607,0.01547023,8,8
"https://osf.io/oblj1/","(24, 2, 1)",24,2,1,"Positive","Negative",2.704109,1.03920519257806,-1.917353,0.715671058786915,"Cohen's d",2.704109,1.216196,0.6200775,4.693687,0.008718023,-1.917353,0.7877655,-3.289486,-0.484107,0.007735024,8,12
"https://osf.io/oblj1/","(24, 2, 2)",24,2,2,"Positive","Negative",4.625142,1.91101437554168,-1.441733,0.727740494851349,"Glass' delta",4.625142,2.016264,0.8937053,8.384744,0.01214254,-1.441733,0.735658,-2.826101,0.02658932,0.0106408,8,12
"https://osf.io/oblj1/","(24, 2, 3)",24,2,3,"Positive","Negative",5.519549,1.703122111595,-2.789833,0.843491774869507,"Cohen's d",5.519549,2.012887,2.156096,8.832212,0.0002331278,-2.789833,0.931123,-4.411396,-1.104969,0.0006895721,8,12
"https://osf.io/oblj1/","(24, 2, 4)",24,2,4,"Positive","Negative",4.569352,1.46555397071445,-2.551886,0.80613149652889,"Cohen's d",4.569352,1.728165,1.66362,7.408486,0.0006512861,-2.551886,0.8892285,-4.100061,-0.9400836,0.00129412,8,12
"https://osf.io/oblj1/","(24, 2, 5)",24,2,5,"Positive","Negative",5.195923,2.1142495641176,-2.293205,0.909858504577821,"Glass' delta",5.195923,2.235979,1.081294,9.369,0.0005563789,-2.293205,0.9269369,-4.037522,-0.4709422,0.001362887,8,12
"https://osf.io/oblj1/","(24, 2, 6)",24,2,6,"Positive","Negative",6.038505,2.41882480361624,-3.154098,1.12482046475837,"Glass' delta",6.038505,2.564616,1.348041,10.82966,0.0007993519,-3.154098,1.152461,-5.328959,-0.9197438,0.0003991548,8,10
"https://osf.io/oblj1/","(24, 3, 1)",24,3,1,"Positive","Null-positive",5.508277,1.70025547728727,1.48191,0.960299099802942,"Cohen's d",5.508277,2.009453,2.150352,8.815231,0.0002357769,1.48191,1.188175,-0.4619813,3.302322,0.143716,8,6
"https://osf.io/oblj1/","(24, 3, 2)",24,3,2,"Positive","Positive",6.479283,1.95046619741694,4.413548,1.70393513673861,"Cohen's d",6.479283,2.308946,2.638413,10.2841,9.512535e-05,4.413548,2.156939,1.040123,7.719426,0.005671521,8,6
"https://osf.io/oblj1/","(24, 3, 3)",24,3,3,"Positive","Null-positive",6.186268,1.87433240048138,2.085728,1.08243736453038,"Cohen's d",6.186268,2.217855,2.492441,9.839689,0.0001234589,2.085728,1.347469,-0.1010185,4.142058,0.06300514,8,6
"https://osf.io/oblj1/","(24, 3, 4)",24,3,4,"Positive","Positive",11.81928,4.57214676937186,5.788292,2.74322425943033,"Glass' delta",11.81928,4.876736,3.029334,20.95182,0.0001647319,5.788292,3.007116,0.5530485,11.30629,0.0005585633,8,6
"https://osf.io/oblj1/","(24, 3, 5)",24,3,5,"Positive","Positive",2.975367,1.09615248899799,2.802613,1.05961278696015,"Cohen's d",2.975367,1.284645,0.7811132,5.077952,0.005636838,2.802613,1.240727,0.6790372,4.832643,0.007422007,8,8
"https://osf.io/oblj1/","(24, 3, 6)",24,3,6,"Null","Null-positive",1.004925,0.761836422392427,0.6332674,0.729333937396536,"Cohen's d",1.004925,0.8825389,-0.5231449,2.463199,0.2050917,0.6332674,0.8433417,-0.8203145,2.038622,0.404974,8,8
"https://osf.io/oblj1/","(24, 3, 7)",24,3,7,"Positive","Positive",2.708333,1.26247676973548,3.323902,1.46269129056101,"Glass' delta",2.708333,1.312445,0.193857,5.142675,0.007176665,3.323902,1.530159,0.4344105,6.168055,0.03894628,8,8
"https://osf.io/oblj1/","(24, 3, 8)",24,3,8,"Positive","Positive",20.5625,7.6344127331051,2.075854,1.07072330999617,"Glass' delta",20.5625,8.424334,5.434002,35.36035,3.163946e-05,2.075854,1.103719,-0.07814925,4.119009,0.006015906,8,8
"https://osf.io/oblj1/","(24, 4, 1)",24,4,1,"Positive","Positive",6.088486,2.21457844850072,2.171778,0.935246496598336,"Cohen's d",6.088486,2.819674,1.742122,10.42311,0.001728131,2.171778,1.091208,0.2904801,3.956579,0.02190393,6,8
"https://osf.io/oblj1/","(24, 4, 2)",24,4,2,"Positive","Null-positive",8.120974,2.86103190886741,0.4258394,0.717242771340971,"Cohen's d",8.120974,3.655908,2.537121,13.75216,0.0005738803,0.4258394,0.8287433,-0.996725,1.814815,0.5690665,6,8
"https://osf.io/oblj1/","(24, 4, 3)",24,4,3,"Positive","Positive",8.193411,2.88439509327344,2.363073,0.971262796161394,"Cohen's d",8.193411,3.686088,2.564739,13.87136,0.0005544865,2.363073,1.134515,0.4112248,4.218505,0.01557516,6,8
"https://osf.io/oblj1/","(24, 4, 4)",24,4,4,"Positive","Null-positive",4.836069,1.82986704260366,1.491057,0.822735908781719,"Cohen's d",4.836069,2.320597,1.223106,8.396053,0.004070677,1.491057,0.9558736,-0.1653935,3.059672,0.07951859,6,8
"https://osf.io/oblj1/","(24, 4, 5)",24,4,5,"Positive","Positive",2.919355,1.56693292541327,2.839691,1.30428246139426,"Glass' delta",2.919355,1.672521,-0.1722412,5.970023,0.0220685,2.839691,1.35793,0.2468907,5.359584,0.01399455,6,8
"https://osf.io/oblj1/","(24, 4, 6)",24,4,6,"Positive","Positive",7.677419,3.55774994081658,2.677871,1.25286478188845,"Glass' delta",7.677419,3.924584,0.9427065,14.88883,0.005551034,2.677871,1.301985,0.1814093,5.092549,0.002836135,6,8
"https://osf.io/oblj1/","(24, 4, 7)",24,4,7,"Positive","Null-positive",3.680851,1.8664024256846,0.4207117,0.648544876347968,"Glass' delta",3.680851,2.013413,0.04586493,7.362028,0.01632962,0.4207117,0.6497113,-0.8743082,1.667941,0.6034163,6,10
"https://osf.io/oblj1/","(24, 4, 8)",24,4,8,"Positive","Null-negative",3.147803,1.34562375676455,-0.6520032,0.652451172616875,"Cohen's d",3.147803,1.690525,0.4555848,5.730333,0.01822076,-0.6520032,0.7302134,-1.912009,0.6455526,0.3327408,6,10
"https://osf.io/oblj1/","(24, 4, 9)",24,4,9,"Positive","Positive",5.480214,2.02592727790956,1.624701,0.747952264206537,"Cohen's d",5.480214,2.5751,1.493808,9.435297,0.002565041,1.624701,0.8403707,0.123476,3.055395,0.03318543,6,10
"https://osf.io/gb7sr/","(28, 2, 1)",28,2,1,"Positive","Null-negative",1.21875,0.688260019388347,-0.1689181,0.536643177270845,"Glass' delta",1.21875,0.6941675,-0.1704775,2.5274522,0.0294672,-0.1689181,0.5367421,-1.2139127,0.8896899,0.7121999,12,14
"https://osf.io/gb7sr/","(28, 3, 1)",28,3,1,"Positive","Null-positive",0.8459824,0.866029816562332,0.2600372,0.35513017355946,"Cohen's d",0.8459824,1.064984,-0.8959904,2.4987841,0.3586755,0.2600372,0.3667908,-0.4381443,0.9539404,0.2738076,6,32
"https://osf.io/gb7sr/","(28, 3, 2)",28,3,2,"Positive","Null-positive",2.18464,1.15440218179875,0.02047842,0.250027476966624,"Cohen's d",2.18464,1.062438,-0.0856468,4.4395266,0.06328464,0.02047842,0.2500262,-0.4699046,0.5101851,0.9357984,3,16
"https://osf.io/gb7sr/","(28, 3, 3)",28,3,3,"Null","Null-negative",2.114064,1.12710889966604,-0.3576466,0.258244770818469,"Cohen's d",2.114064,1.03837,-0.1067127,4.311473,0.06715723,-0.3576466,0.2578706,-0.8582565,0.1540444,0.1730503,3,16
"https://osf.io/hcqqy/","(29, 2, 1)",29,2,1,"Positive","Positive",26,11.2645141309477,10.30995,4.67217513802885,"Cohen's d",26,10.63015,4.098563,48.254647,0.0004927322,10.30995,4.248431,1.540743,19.855333,0.003121253,3,3
"https://osf.io/hcqqy/","(29, 2, 2)",29,2,2,"Null","Null-negative",1.3,0.832926580731585,-2.035979,1.09715947178725,"Cohen's d",1.3,0.7842194,-0.3837554,2.8812568,0.1531738,-2.035979,1.012028,-4.1703266,0.1304595,0.07185459,3,3
"https://osf.io/hcqqy/","(29, 2, 3)",29,2,3,"Positive","Positive",17.3413,5.90340490502189,14.06732,4.81361192063639,"Cohen's d",17.3413,7.575296,5.896563,29.037485,2.905701e-05,14.06732,6.172865,4.725533,23.594545,6.659353e-05,6,6
"https://osf.io/hcqqy/","(29, 3, 1)",29,3,1,"Positive","Null-positive",0.420530358316469,0.158133373956776,0.0694619324780675,0.110227488810224,"Hazard ratio",10.32306,1.038819,1.508854,70.626861,0.01734749,1.439196,2.890483,0.4544079,4.558209,0.535919,10,23
"https://osf.io/nbryi/","(37, 1, 1)",37,1,1,"Positive","Null",2.955051,0.843627746755777,0.525269309693821,0.422157491758709,"Cliff's delta",0.925,0.075,0.6221087,0.9870526,0.01975383,0.3142857,0.4239433,-0.4619786,0.8178903,0.771006,13,24
"https://osf.io/9pbos/","(39, 1, 1)",39,1,1,"Positive","Null-negative",2.541195,1.07009185706654,-1.131789,0.641445230584189,"Glass' delta",2.541195,1.098731,0.402931,4.597614,0.00469753,-1.131789,0.6451894,-2.355,0.1594191,0.103811,10,13
"https://osf.io/y4tvd/","(41, 2, 1)",41,2,1,"Null","Positive",0.100078847906412,0.157517844162096,0.126475465913261,0.0548898256328364,"Hazard ratio",1.691181,1.358683,0.3147196,9.087749,0.5402393,1.945032,11.67095,1.095877,3.452168,0.0230397,20,84
"https://osf.io/ewqzf/","(42, 2, 1)",42,2,1,"Positive","Null-positive",2.292559,0.7069106171995,0.2736501,0.58049962089839,"Cohen's d",2.292559,0.7673493,0.8800974,3.6511361,0.001052166,0.2736501,0.6359977,-0.8707803,1.4047364,0.6456962,14,12
"https://osf.io/ewqzf/","(42, 2, 2)",42,2,2,"Positive","Null-positive",5.342071,1.59083050739409,0.2623192,0.562167829965798,"Glass' delta",5.342071,1.632133,2.213625,8.449566,0.002276347,0.2623192,0.5624988,-0.8519444,1.351713,0.5567099,14,13
"https://osf.io/ewqzf/","(42, 2, 3)",42,2,3,"Positive","Null-positive",1.937689,0.791620668664533,0.5447114,0.589729637440886,"Cliff's delta",1,0.03,0.8490597,1,0.01549405,0.05555556,0.3571146,-0.5361754,0.6106755,0.3676772,10,12
"https://osf.io/ewqzf/","(42, 2, 4)",42,2,4,"Positive","Null-positive",1.937689,0.791620668664533,0.411894,0.563074377236061,"Cliff's delta",1,0.03,0.8490597,1,0.01549405,9.269929e-18,0.3518658,-0.5677269,0.5677269,0.4745926,10,13
"https://osf.io/jvpnw/","(44, 1, 1)",44,1,1,"Positive","Null-positive",0.26273508703565,0.120533794746658,0.0141593490166215,0.0731034752901346,"Hazard ratio",4.079901,0.6839868,1.067675,15.590505,0.03981128,1.076923,0.3851644,0.5062116,2.2910642,0.8474241,20,28
"https://osf.io/jvpnw/","(44, 1, 2)",44,1,2,"Positive","Null-negative",0.32164410041664,0.116278960907775,-0.00607245933765427,0.0852939025588061,"Hazard ratio",5.704528,0.679822,1.505061,21.621469,0.01042671,0.968719,0.4503955,0.4007011,2.3419369,0.9437466,20,22
"https://osf.io/jvpnw/","(44, 1, 3)",44,1,3,"Positive","Null-negative",0.350781858266429,0.134159337953106,-0.0405423045570995,0.0889359813203193,"Hazard ratio",6.764221,0.7993867,1.411818,32.408353,0.0167846,0.808731,0.4707017,0.3214712,2.0345393,0.6519858,20,21
"https://osf.io/jvpnw/","(44, 1, 4)",44,1,4,"Positive","Null-negative",0.404883484407519,0.129594920426622,-0.0647705471711602,0.101273704068047,"Hazard ratio",9.370483,0.7972683,1.96393,44.70931,0.005007683,0.7121782,0.5388367,0.2477023,2.0476104,0.5287432,20,15
"https://osf.io/vfsbo/","(47, 1, 3)",47,1,3,"Positive","Null-positive",2.4622,0.765447738751212,0.2634,0.410033044657498,"r",0.8442984,0.3333333,0.5245781,0.9553101,0.01467993,0.1300683,0.2182179,-0.2884638,0.50687,0.7081679,12,24
"https://osf.io/vfsbo/","(47, 1, 4)",47,1,4,"Positive","Null-positive",2.5204,0.773305025987852,0.3142,0.410772854170039,"r",0.8514205,0.3333333,0.5426985,0.9574714,0.0124397,0.2678817,0.2182179,-0.1519333,0.6058127,0.6763842,12,24
"https://osf.io/vfsbo/","(47, 1, 5)",47,1,5,"Null","Null-positive",0.7474,0.597153829984615,0.3127,0.410721832824346,"r",0.4364738,0.3333333,-0.1833576,0.8079816,0.6172321,0.1893912,0.2182179,-0.2317079,0.5507135,0.8617649,12,24
"https://osf.io/vfsbo/","(47, 1, 6)",47,1,6,"Positive","Null-positive",1.7058,0.674221572653084,0.1906,0.409165681780726,"r",0.7277978,0.3333333,0.2642831,0.9181871,0.09492094,0.2635354,0.2182179,-0.1564986,0.6028442,0.5913318,12,24
"https://osf.io/vfsbo/","(47, 1, 7)",47,1,7,"Positive","Null-positive",2.611829,1.2068464873119,0.1371508,0.578143021472874,"Cohen's d",2.611829,1.509655,0.1847137,4.915465,0.01263466,0.1371508,0.6333472,-0.99936,1.266919,0.8146451,6,12
"https://osf.io/vfsbo/","(47, 1, 8)",47,1,8,"Positive","Null-positive",3.454354,1.42909302012369,0.7591922,0.601163878159987,"Cohen's d",3.454354,1.799265,0.6033013,6.205243,0.002873608,0.7591922,0.6592286,-0.4363171,1.920202,0.2034023,6,12
"https://osf.io/vfsbo/","(47, 1, 9)",47,1,9,"Positive","Null-positive",1.11347305656959,0.535121667525274,0.238816857196985,0.231257376426551,"Pearson's r",0.744,0.3333333,0.2968469,0.9235582,0.005528176,0.2322847,0.2182179,-0.1888034,0.5812195,0.2747297,12,24
"https://osf.io/vfsbo/","(47, 1, 10)",47,1,10,"Positive","Null-positive",1.42734272159456,0.623145985323238,0.326613289335906,0.236625469264974,"Pearson's r",0.819,0.3333333,0.462472,0.9475357,0.001119253,0.3104728,0.2182179,-0.1062284,0.6344132,0.139789,12,24
